Product_url,Product_name,Reviews,Ratings,Price,Description,ASIN,Manufacturer,Product Description
https://www.amazon.in/WOMEN-MARKS-WOMENS-SLING-GREY/dp/B08X28HJKT,WOMEN MARKS WOMEN'S SLING BAG,"1,722 ",4.2 out of 5 stars,499,"
   (L x W x H: 24 x 10 x 18 ) cm    
 ",,," Enrich your look with this Handbag/Sling Bag/Clutch WOMEN MARKS available on Amazon. WOMEN MARKS offers handbags/Sling Bag/Clutch in every style, shape and color. It’s a perfect accessory for your outfits. Match it with pair of heels/sandals to give complete look. #WOMENMARKS Care Instructions: 1). Please do not put the bags, wallet, clutches exposed to the sun for a long time. 2). If the bags, wallet, clutches is stained with dust, wipe it with a dry towel or a special leather cleaner. 3). When the bags, wallet, clutches is not used, please wipe it with a dry towel and put it in a dry place. Please do not put in damp places. "
